Name;Straße;PLZ;Ort;Land;Betriebsstandort;Region;Telefon;E-Mail;Quelle
Gössinger (Hauptstrasse);Hauptstrasse 36;2212;Großengersdorf;AT;Niederösterreich;Weinviertel;+43 2245 883333;;ÖWM-Betriebssuche
Gössinger (Hauptstraße);Hauptstraße 59;2120;Obersdorf;AT;Niederösterreich;Weinviertel;+43 699 12161990;office@weinbau-goessinger.at;ÖWM-Betriebssuche
Gössinger (Mühlgasse);Mühlgasse 7;2211;Pillichsdorf;AT;Niederösterreich;Weinviertel;+43 2245 6426;heuriger@goessinger.at;ÖWM-Betriebssuche
Gössinger Ulrike und Manfred;Hauptplatz 4;2211;Pillichsdorf;AT;Niederösterreich;Weinviertel;+43 2245 83907;manfred.goessinger@aon.at;ÖWM-Betriebssuche
Göttinger;Untere Hauptstrasse 17;2111;Harmannsdorf;AT;Niederösterreich;Weinviertel;+43 2264 7572;manfred.goettinger@gmx.at;ÖWM-Betriebssuche
Göttinger Maria;Schmiedgasse 7;2100;Leobendorf;AT;Niederösterreich;Weinviertel;+43 2262 66796;maria.goettinger@gmail.com;ÖWM-Betriebssuche
Günter Deutsch;Millenniumsstrasse 23;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 699 11204208;familie.deutsch@gmx.at;ÖWM-Betriebssuche
Güntschl;Untere Zeile 4;3482;Gösing am Wagram;AT;Niederösterreich;Wagram;+43 2738 2426;guentschl@aon.at;ÖWM-Betriebssuche
H&M Kellerberg GmbH & HWV Vertrieb GmbH;Auggenthal 50;2054;Haugsdorf;AT;Niederösterreich;Weinviertel;+43 2944 26532;office@h-wv.at;ÖWM-Betriebssuche
Haas (Ahornweg);Ahornweg 5;2074;Unterretzbach;AT;Niederösterreich;Weinviertel;+43 2942 2204;weingut.haas@aon.at;ÖWM-Betriebssuche
Haas (Gartengasse);Gartengasse 8b;2352;Gumpoldskirchen;AT;Niederösterreich;Thermenregion;+43 2252 63081;;ÖWM-Betriebssuche
Haas (Grafenberg);Grafenberg 130;3730;Eggenburg;AT;Niederösterreich;Weinviertel;+43 2984 20955;;ÖWM-Betriebssuche
Haas (Pönning);Pönning 9;3141;Pönning;AT;Niederösterreich;Traisental;+43 2784 2283;elfriede.haas@gmx.at;ÖWM-Betriebssuche
Haas (Winzerg.);Winzerg. 6;2070;Retz;AT;Niederösterreich;Weinviertel;+43 2942 31595;;ÖWM-Betriebssuche
Haas Franz;Kircheng. 1;2070;Retz;AT;Niederösterreich;Weinviertel;+43 2942 28195;;ÖWM-Betriebssuche
Habacht;Neugebäude 2;3463;Stetteldorf am Wagram;AT;Niederösterreich;Wagram;+43 664 7844270;office@habacht-wagram.at;ÖWM-Betriebssuche
Haberl (Blumenthalerstrasse);Blumenthalerstrasse 10;2225;Loidesthal;AT;Niederösterreich;Weinviertel;+43 2532 88685;;ÖWM-Betriebssuche
Haberl (Obersulz);Obersulz 176;2224;Obersulz;AT;Niederösterreich;Weinviertel;+43 2534 228;;ÖWM-Betriebssuche
Haberler;Herrengasse 162;2162;Falkenstein;AT;Niederösterreich;Weinviertel;+43 2554 6144;;ÖWM-Betriebssuche
Habsburg;Lazarettgasse 37/14;1090;Wien;AT;Niederösterreich;;+43 1 9686549;weingut@mhl.at;ÖWM-Betriebssuche
Hacker (Nr.);Nr. 93;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 676 7957169;h.elisabeth@gmx.net;ÖWM-Betriebssuche
Hacker (Parkstraße);Parkstraße 31;2351;Wiener Neudorf;AT;Niederösterreich;Thermenregion;+43 664 3948904;weinbau.hacker@aon.at;ÖWM-Betriebssuche
Hackl;Hadres 24;2061;Hadres;AT;Niederösterreich;Weinviertel;+43 664 2308474;hackl.klaus@gmail.com;ÖWM-Betriebssuche
Hackl Konrad;Neubaugasse 299;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 664 6025922209;konrad.hackl@krems.lk-noe.at;ÖWM-Betriebssuche
Hackner;Lindengasse 36;3511;Furth bei Göttweig;AT;Niederösterreich;Kremstal;+43 2732 73685;office@winzerhof-hackner.at;ÖWM-Betriebssuche
Haferl;Hauptstraße 160;2214;Auersthal;AT;Niederösterreich;Weinviertel;+43 2288 2378;weinbau.haferl@gmail.com;ÖWM-Betriebssuche
Haferl H.u.B;Pratergasse 14;2214;Auersthal;AT;Niederösterreich;Weinviertel;+43 2288 2771;herbert.haferl@gmx.at;ÖWM-Betriebssuche
Hafner-Greindl;Lebzeltergasse 6;2100;Korneuburg;AT;Niederösterreich;Weinviertel;+43 664 2276603;g.greindl@gmail.com;ÖWM-Betriebssuche
Haftner;Hausheim 13;3124;Oberwölbling;AT;Niederösterreich;Traisental;+43 2786 3210;;ÖWM-Betriebssuche
Hagen;Seilerweg 45;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 78160;info@weingut-hagen.at;ÖWM-Betriebssuche
Hagenbüchl;Am Fischerberg 7;3472;Hohenwarth;AT;Niederösterreich;Weinviertel;+43 664 5345559;weingut@hagenbuechl.at;ÖWM-Betriebssuche
Hager (Jägerzeile);Jägerzeile 16;2214;Auersthal;AT;Niederösterreich;Weinviertel;+43 660 3161290;karlhager11@gmail.com;ÖWM-Betriebssuche
Hager (Nappersdorf);Nappersdorf 34 Hager;2023;Nappersdorf;AT;Niederösterreich;Weinviertel;+43 650 7839260;natuerlich@hager-biowein.at;ÖWM-Betriebssuche
Hager Gerhard;Klein Meiseldorf 7;3744;Meiseldorf;AT;Niederösterreich;Weinviertel;+43 2983 27197;buschenschank-hager@aon.at;ÖWM-Betriebssuche
Hager Herbert;Bahnstraße 13;2214;Auersthal;AT;Niederösterreich;Weinviertel;+43 2288 6064;weinguthager@gmx.at;ÖWM-Betriebssuche
Hager Oskar;Mollands Weinstraße 42;3562;Schönberg;AT;Niederösterreich;Kamptal;+43 2733 8278;info@weingut-hager.at;ÖWM-Betriebssuche
Hagmann (Priel);Priel 30;3541;Senftenberg;AT;Niederösterreich;Kremstal;+43 2719 2709;;ÖWM-Betriebssuche
Hagmann (Zwettlerstrasse);Zwettlerstrasse 83;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 2925;office@weingut-hagmann.at;ÖWM-Betriebssuche
Hagn;Mailberg 154;2024;Mailberg;AT;Niederösterreich;Weinviertel;+43 2943 2256;info@hagn-weingut.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Hahn;Marktplatz 13;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 2574 8296;verkauf@weinguthahn.at;ÖWM-Betriebssuche
Haibl Irene;Kellergasse - Praterstern;2124;Niederkreuzstetten;AT;Niederösterreich;Weinviertel;+43 676 7885119;irenehaibl@gmx.net;ÖWM-Betriebssuche
Haiderer (Hauptplatz);Hauptplatz 31;3485;Grafenegg;AT;Niederösterreich;Kamptal;+43 2735 5938;mail@winzerhof-haiderer.at;ÖWM-Betriebssuche
Haiderer (Unterbergern);Unterbergern 11;3512;Mautern an der Donau;AT;Niederösterreich;Wachau;+43 2714 7255;winzerhof.haiderer@a1.net;ÖWM-Betriebssuche
Haiderer (Untere Hauptstraße);Untere Hauptstraße 3;3494;Theiß;AT;Niederösterreich;Kremstal;+43 2735 8219;office@wein-obst-haiderer.at;ÖWM-Betriebssuche
Haidinger;Hauptstrasse 9;2264;Jedenspeigen;AT;Niederösterreich;Weinviertel;+43 2536 87483;weinbau.haidinger@aon.at;ÖWM-Betriebssuche
Haidinger Erich;Untere Hauptstrasse 40;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 2574 8483;;ÖWM-Betriebssuche
Haidinger Karl;Milchhausstrasse 33;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 2574 8329;sem@winzerhof-semmler.at;ÖWM-Betriebssuche
Haidvogel;Rechte Bahnzeile 28;3494;Gedersdorf;AT;Niederösterreich;Kremstal;+43 2735 8026;;ÖWM-Betriebssuche
Haimel;St. Georgenergasse 5;3133;Traismauer;AT;Niederösterreich;Traisental;+43 664 8226477;info@weingut-haimel.at;ÖWM-Betriebssuche
Haimer (Körnergasse);Körnergasse 14-16;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 2552 29465;office@haimer.at;ÖWM-Betriebssuche
Haimer (Wilhelmsdorfer Strasse);Wilhelmsdorfer Strasse 38;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 2552 2369;karl.haimer@aon.at;ÖWM-Betriebssuche
Haimer E & H;Brunngasse 42;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 2552 2642;haimer@aon.at;ÖWM-Betriebssuche
Haimerl;Schlossstraße 60-62;3550;Gobelsburg;AT;Niederösterreich;Kamptal;+43 2734 2124;weingut@haimerl.at;ÖWM-Betriebssuche
Haindl-Erlacher;Johannesgasse 20;2120;Wolkersdorf im Weinviertel;AT;Niederösterreich;Weinviertel;+43 2245 2372;info@weingut-erlacher.at;ÖWM-Betriebssuche
Hainzl (Kleinwiesendorf);Kleinwiesendorf 9;3701;Großweikersdorf;AT;Niederösterreich;Wagram;+43 2955 70552;weinbau-hainzl@gmx.at;ÖWM-Betriebssuche
Hainzl (Landstrasse);Landstrasse 1;3711;Großmeiseldorf;AT;Niederösterreich;Weinviertel;+43 2956 2141;;ÖWM-Betriebssuche
Halbwidl;Großnondorf 138;2042;Guntersdorf;AT;Niederösterreich;Weinviertel;+43 2951 2591;;ÖWM-Betriebssuche
Haller;Laaerstraße 24;2111;Harmannsdorf;AT;Niederösterreich;Weinviertel;+43 2262 6212;;ÖWM-Betriebssuche
Halm;Hauptstrasse 156;3552;Droß;AT;Niederösterreich;Kremstal;+43 2719 8164;;ÖWM-Betriebssuche
Halzl;Blumenthal 48;2225;Blumenthal;AT;Niederösterreich;Weinviertel;+43 2532 88544;;ÖWM-Betriebssuche
Hamböck;Kellergasse 31;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 84568;heuriger.hamboeck@gmail.com;ÖWM-Betriebssuche
Hametner;Grafenberg 4;3730;Eggenburg;AT;Niederösterreich;Weinviertel;+43 2984 4531;;ÖWM-Betriebssuche
Hammel;Kellergasse 11;3483;Feuersbrunn;AT;Niederösterreich;Wagram;+43 2738 3126;wein@hammel.at;ÖWM-Betriebssuche
Hammer (Kleinreinprechtsdorf);Kleinreinprechtsdorf 1;3730;Eggenburg;AT;Niederösterreich;Weinviertel;+43 2984 2131;office@winzerhof-hammer.at;ÖWM-Betriebssuche
Hammer (Unterort);Unterort 62;2130;Eibesthal;AT;Niederösterreich;Weinviertel;+43 2572 5460;philipp.karoshi@rwa.at;ÖWM-Betriebssuche
Hammerschmied;Hollenburg 42;3506;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2739 2282;;ÖWM-Betriebssuche
Hanauer Hof - Familie Strell;Ruppersthal 115;3701;Großweikersdorf;AT;Niederösterreich;Wagram;+43 660 5657799;weingut@hanauerhof.com;ÖWM-Betriebssuche
Handl;Frauendorf 25;3133;Traismauer;AT;Niederösterreich;Traisental;+43 2783 7162;;ÖWM-Betriebssuche
Hanke;Kleine Zeile 33;2171;Herrnbaumgarten;AT;Niederösterreich;Weinviertel;+43 664 1403363;info@weingut-hanke.at;ÖWM-Betriebssuche
Hanl;Josef-Leeb-Gasse 6;2344;Maria Enzersdorf;AT;Niederösterreich;Thermenregion;+43 2236 26933;;ÖWM-Betriebssuche
Hans;Obere Hauptstraße 86;2151;Asparn an der Zaya;AT;Niederösterreich;Weinviertel;;johann.hans@aon.at;ÖWM-Betriebssuche
Hansy;Schubertgasse 8;2242;Prottes;AT;Niederösterreich;Weinviertel;+43 2282 4556;;ÖWM-Betriebssuche
Happel;Hauptstraße 1;2482;Münchendorf;AT;Niederösterreich;Carnuntum;+43 2259 2218;;ÖWM-Betriebssuche
Harald Groll;Untere Strasse 39;3553;Schiltern;AT;Niederösterreich;Kamptal;+43 2734 8500;office@weinbau-groll.at;ÖWM-Betriebssuche
Haresleb Josef;Watzelsdorf 64;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 2945 2494;;ÖWM-Betriebssuche
Harm;Am Brunnen 14;3508;Krustetten;AT;Niederösterreich;Kremstal;+43 660 4755718;office@weinschwaermer.at;ÖWM-Betriebssuche
Harrer (Langenloiser Straße);Langenloiser Straße 19;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 86019;;ÖWM-Betriebssuche
Harrer (Stadtgraben);Stadtgraben 41;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 74525;;ÖWM-Betriebssuche
Harrer (Ziegelofengasse);Ziegelofengasse 12;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 41438;;ÖWM-Betriebssuche
Harter;Untere Hauptstraße 8;3552;Stratzing;AT;Niederösterreich;Kremstal;+43 2719 2384;anton.harter@me.com;ÖWM-Betriebssuche
Hartl (Rohrbach);Kirchenplatz 1;3710;Rohrbach;AT;Niederösterreich;Weinviertel;+43 664 3208441;michael.hartl@artofwine.at;ÖWM-Betriebssuche
Hartl Heinrich III;Trumauerstrasse 24;2522;Oberwaltersdorf;AT;Niederösterreich;Thermenregion;+43 2253 6289;office@weingut-hartl.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Hartl Toni;Florianigasse 7;2440;Reisenberg;AT;Niederösterreich;Carnuntum;+43 2234 806365;wine@toni-hartl.at;ÖWM-Betriebssuche
Hartmann;Am Anger 16;2214;Auersthal;AT;Niederösterreich;Weinviertel;+43 2288 6980;josef-hartmann@aon.at;ÖWM-Betriebssuche
Haselberger;Nappersdorf 38;2023;Wullersdorf;AT;Niederösterreich;Weinviertel;+43 2953 2245;info@weingut-haselberger.at;ÖWM-Betriebssuche
Hasenhündl;Am Teiritz 17;2100;Stetten;AT;Niederösterreich;Weinviertel;+43 664 8218965;martina.hasenhuendl@arztnoe.at;ÖWM-Betriebssuche
Hasenöhrl;Wienerstrasse 24;2352;Gumpoldskirchen;AT;Niederösterreich;Thermenregion;+43 2252 62457;weingut@hasenoehrl.biz;ÖWM-Betriebssuche
Haslinger (Dorfstraße);Dorfstraße 9;3131;Getzersdorf;AT;Niederösterreich;Traisental;+43 2782 84708;wein@winzerhof-haslinger.at;ÖWM-Betriebssuche
Haslinger (Hauptstrasse);Hauptstrasse 78;3492;Engabrunn;AT;Niederösterreich;Kamptal;+43 2735 2245;haslinger-weine@aon.at;ÖWM-Betriebssuche
Haslinger (Ruppersthal);Ruppersthal 36;3701;Großweikersdorf;AT;Niederösterreich;Wagram;+43 2955 70685;office@weingut-haslinger.at;ÖWM-Betriebssuche
Hatsy;Nappersdorf 16;2023;Wullersdorf;AT;Niederösterreich;Weinviertel;+43 2953 27052;;ÖWM-Betriebssuche
Hauck;Henzing 14;3443;Sieghartskirchen;AT;Niederösterreich;Wagram;+43 2274 2273;Buschenschank-hauck@gmx.at;ÖWM-Betriebssuche
Hauer;Höflein 66 und 71;2465;Höflein;AT;Niederösterreich;Carnuntum;+43 2162 62930;;ÖWM-Betriebssuche
Hauerhof Isabella Rohringer und Mathis Zycha;Hauptstrasse 99;3420;Kritzendorf;AT;Niederösterreich;Wagram;+43 699 17064849;info@hauerhof.at;ÖWM-Betriebssuche
Hauerinnung Mistelbach;Oberhoferstr. 48;2130;Mistelbach;AT;Niederösterreich;Weinviertel;+43 2572 5134;;ÖWM-Betriebssuche
Hauleitner Herwald;Geymüllergasse 3;3133;Wagram ob der Traisen;AT;Niederösterreich;Traisental;+43 676 9519813;traisental@weingut-hauleitner.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Hausdorf;Hohenwarth 8;3472;Hohenwarth-Mühlbach a.M.;AT;Niederösterreich;Weinviertel;+43 2957 250;hausdorf@aon.at;ÖWM-Betriebssuche
Hauser;Brunngasse 38;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 664 3358946;office@anno1555.com;ÖWM-Betriebssuche
Hausner;Margarethner Strasse 52;2431;Enzersdorf an der Fischa;AT;Niederösterreich;Carnuntum;+43 2230 9656;;ÖWM-Betriebssuche
Hebenstreit (Jetzelsdorf);Jetzelsdorf 2;2053;Pernersdorf;AT;Niederösterreich;Weinviertel;+43 2944 2407;weinbau.hebenstreit@aon.at;ÖWM-Betriebssuche
Hebenstreit (Zwingendorf);Zwingendorf 306;2063;Zwingendorf;AT;Niederösterreich;Weinviertel;+43 2527 4343;;ÖWM-Betriebssuche
Hebenstreit Manfred;Weinweg 10;2070;Kleinriedenthal;AT;Niederösterreich;Weinviertel;+43 676 6691100;office@weingut-hebenstreit.at;ÖWM-Betriebssuche
Hecher;Hauptstraße 37;2504;Sooß;AT;Niederösterreich;Thermenregion;+43 2252 87190;weinkeller@hecherwein.at;ÖWM-Betriebssuche
Heftner;Bodenzeile 23;2221;Groß-Schweinbarth;AT;Niederösterreich;Weinviertel;+43 676 3044573;wein@heftner.at;ÖWM-Betriebssuche
Heger (Brunngasse);Brunngasse 71;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 664 73864656;simone.schuckert@aon.at;ÖWM-Betriebssuche
Heger (Wilhelmsdorferstrasse);Wilhelmsdorferstrasse 4;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 676 6721151;office@heger-weingut.at;ÖWM-Betriebssuche
Heger Christine;Platt 157;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 2945 2521;;ÖWM-Betriebssuche
Heggenberger;Badenerstraße 6;2523;Tattendorf;AT;Niederösterreich;Thermenregion;+43 2253 81432;weingut@heggenberger.at;ÖWM-Betriebssuche
Heichinger;Zogelsdorf 24;3730;Eggenburg;AT;Niederösterreich;Weinviertel;+43 2984 4300;g.heichinger@gmx.at;ÖWM-Betriebssuche
Heiden-Mayer;Nr. 12;2020;Sonnberg;AT;Niederösterreich;Weinviertel;+43 664 73854264;heidenmayerbirgit@gmail.com;ÖWM-Betriebssuche
Heidenreich Weinstadl;Hauptstrasse 42;2102;Bisamberg;AT;Niederösterreich;Weinviertel;+43 2262 62701;;ÖWM-Betriebssuche
Heiderer;Obere Hauptstraße 38;3495;Rohrendorf bei Krems;AT;Niederösterreich;Kremstal;+43 664 2672395;office@heiderer-wein.at;ÖWM-Betriebssuche
Heiderer-Mayer;Baumgarten am Wagram 25;3701;Großweikersdorf;AT;Niederösterreich;Wagram;+43 2955 70368;office@heiderer-mayer.at;ÖWM-Betriebssuche
Heidinger;Milchhausstrasse 43;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 2574 85217;weinbau-heidinger@aon.at;ÖWM-Betriebssuche
Heigl;Egelsee 14;3042;Würmla;AT;Niederösterreich;Wagram;+43 2275 8498;heurigenheigl@aon.at;ÖWM-Betriebssuche
Heilinger;Kirchfeldstrasse 55, Unternalb;2070;Retz;AT;Niederösterreich;Weinviertel;+43 676 5966393;e.heilinger@aon.at;ÖWM-Betriebssuche
Heimhilcher;Trumauerstraße 6;2522;Oberwaltersdorf;AT;Niederösterreich;Thermenregion;+43 2253 8274;;ÖWM-Betriebssuche
Heindl;Palterndorferstraße 397;2272;Ringelsdorf-Niederabsdorf;AT;Niederösterreich;Weinviertel;+43 664 73484105;office@weinbau-heindl.at;ÖWM-Betriebssuche
Heindl Bruno und Marion;Elsarn, Am Berg 45;3491;Straß im Straßertale;AT;Niederösterreich;Kamptal;+43 2735 79217;bruno.heindl@aon.at;ÖWM-Betriebssuche
Heindl Manfred;Herrengasse 10;3491;Straß im Straßertale;AT;Niederösterreich;Kamptal;+43 2735 2470;wbmh@aon.at;ÖWM-Betriebssuche
Heinisch;Im Wiesthal 1;2123;Wolfpassing a.d.Hochleithen;AT;Niederösterreich;Weinviertel;+43 2245 89107;info@weingut-heinisch.at;ÖWM-Betriebssuche
Heinrich;Kirchenstrasse 11;2161;Poysbrunn;AT;Niederösterreich;Weinviertel;+43 2554 8430;;ÖWM-Betriebssuche
Heinz Wolf;Neustiftgasse 25;2380;Perchtoldsdorf;AT;Niederösterreich;Thermenregion;+43 664 3140906;weinbau-wolf@aon.at;ÖWM-Betriebssuche
Heinzl;Langenloiser Strasse 77;3552;Lengenfeld;AT;Niederösterreich;Kremstal;+43 2719 2107;weinbau_heinzl@hotmail.com;ÖWM-Betriebssuche
Heinzl-Gettinger;Deinzendorf 109;2051;Zellerndorf;AT;Niederösterreich;Weinviertel;+43 680 3225733;office@weingut-heinzl.at;ÖWM-Betriebssuche
Heiss (Hauptstrasse);Hauptstrasse 45;3484;Seebarn am Wagram;AT;Niederösterreich;Wagram;+43 2738 2473;;ÖWM-Betriebssuche
Heiss (Im Usprung);Im Usprung 7;3470;Dörfl;AT;Niederösterreich;Wagram;+43 650 3066941;heuriger-heiss@aon.at;ÖWM-Betriebssuche
Heiss Christoph;Hauptstraße 60;3492;Engabrunn;AT;Niederösterreich;Kamptal;+43 2735 5872;office@weingut-heiss.at;ÖWM-Betriebssuche
Heiss Dieter;Dorfstrasse10;3483;Feuersbrunn;AT;Niederösterreich;Wagram;+43 664 2406701;office@weinundpasta.at;ÖWM-Betriebssuche
Heiß;Dorfstraße 2;3470;Engelmannsbrunn;AT;Niederösterreich;Wagram;+43 2279 3264;heiss3@gmx.at;ÖWM-Betriebssuche
Helden der Weinberge GesbR;Neuburgerweg 5;2352;Gumpoldskirchen;AT;Niederösterreich;Thermenregion;+43 699 12345661;wein@heldenwein.at;ÖWM-Betriebssuche
Helenental Kellerei B&S GmbH;Helenental 1;3743;Röschitz;AT;Niederösterreich;Weinviertel;+43 2984 2716;office@helenentalkellerei.at;ÖWM-Betriebssuche
Helfried Winkler;Radyweg;2170;Poysdorf;AT;Niederösterreich;Weinviertel;+43 664 2169856;office@hotel-winkler.at;ÖWM-Betriebssuche
Heller;Schrattenthal 124;2073;Schrattenthal;AT;Niederösterreich;Weinviertel;+43 2946 8447;gerhardheller@gmx.at;ÖWM-Betriebssuche
Hellerschmid;Hauptplatz 7;3462;Absdorf;AT;Niederösterreich;Wagram;+43 2278 2282;office@weinguthellerschmid.at;ÖWM-Betriebssuche
Hellmer;Obere Marktstraße 46;3481;Fels am Wagram;AT;Niederösterreich;Wagram;+43 2738 3149;office@winzer-hellmer.at;ÖWM-Betriebssuche
Helm;Hauptstraße 19;2225;Loidesthal;AT;Niederösterreich;Weinviertel;+43 664 4202567;office@weingaertnerei-helm.at;ÖWM-Betriebssuche
Helmut Hochmeister;Winzerstraße 54;2223;Martinsdorf;AT;Niederösterreich;Weinviertel;+43 699 11333233;david.hochmeister@hotmail.com;ÖWM-Betriebssuche
Helmut und Gabriele Lang;Hauptplatz 12;3481;Fels am Wagram;AT;Niederösterreich;Wagram;;office@weingut-huglang.at;ÖWM-Betriebssuche
Heltihof;Rehberger Hauptstrasse 50;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 676 5915663;faltl@heltihof.at;ÖWM-Betriebssuche
Heninger;Hollenburgerstraße 5;3508;Krustetten;AT;Niederösterreich;Kremstal;+43 676 5565180;office@heninger.at;ÖWM-Betriebssuche
Herl;Kirchengasse 16;2404;Petronell-Carnuntum;AT;Niederösterreich;Carnuntum;+43 2163 2929;andreas.herl@aon.at;ÖWM-Betriebssuche
Hermenegild Mang;Landstraße 38;3610;Weißenkirchen in der Wachau;AT;Niederösterreich;Wachau;+43 2715 2276;astrid.mang@gmx.at;ÖWM-Betriebssuche
Herndler;Karglstraße 1;3553;Schiltern;AT;Niederösterreich;Kamptal;+43 2734 8283;info@weingut-herndler.at;ÖWM-Betriebssuche
Herndler Thomas;Karglstrasse 1;3553;Schiltern;AT;Niederösterreich;Kamptal;+43 2734 8283;info@weingut-herndler.at;ÖWM-Betriebssuche
Hertold (Kirchstetten);Kirchstetten, Mühlweg 3;2135;Neudorf im Weinviertel;AT;Niederösterreich;Weinviertel;+43 680 1164987;florian.boeck@gmx.at;ÖWM-Betriebssuche
Hertold (Nr.);Nr. 46;2163;Ottenthal;AT;Niederösterreich;Weinviertel;+43 2523 8807;lr.hertold@gmx.at;ÖWM-Betriebssuche
Herz (Am Berg);Am Berg 109;3491;Elsarn im Straßertal;AT;Niederösterreich;Kamptal;+43 2735 79450;office@weingut-herz.at;ÖWM-Betriebssuche
Herz (Baumgarten);Baumgarten 14;3701;Baumgarten am Wagram;AT;Niederösterreich;Wagram;+43 2955 7484;;ÖWM-Betriebssuche
Herzinger;Oberer Markt 16;3134;Nußdorf ob der Traisen;AT;Niederösterreich;Traisental;+43 2783 8648;weingut@herzinger.at;ÖWM-Betriebssuche
Herzog (Brunngasse);Brunngasse 43;2540;Bad Vöslau;AT;Niederösterreich;Thermenregion;+43 2252 75717;wein@weingut-herzog.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Herzog (Waldgasse);Waldgasse 7;2540;Bad Vöslau;AT;Niederösterreich;Thermenregion;+43 2252 75882;waldheurigerherzog@gmx.at;ÖWM-Betriebssuche
Herzog-Fürlinger;Vöslauer Straße 10;2540;Bad Vöslau;AT;Niederösterreich;Thermenregion;+43 2252 71088;;ÖWM-Betriebssuche
Hess (Milchhausstraße);Milchhausstraße 35;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 699 12127966;weinbauernhof-hess@aon.at;ÖWM-Betriebssuche
Hess (Untere Hauptstraße);Untere Hauptstraße 16;2223;Hohenruppersdorf;AT;Niederösterreich;Weinviertel;+43 664 2421656;wein@weinguthess.at;ÖWM-Betriebssuche
Heurigenhof Wildpert;Engabrunner Straße 5;3492;Engabrunn;AT;Niederösterreich;Kamptal;+43 2735 2050;elisabeth.wildpert@gmx.at;ÖWM-Betriebssuche
Heurigenrestaurant Schreiberhaus;Stratzinger Strasse 1;3500;Krems an der Donau;AT;Niederösterreich;Kremstal;+43 2732 71821;;ÖWM-Betriebssuche
Heymann;Dörfles 17a;2253;Weikendorf;AT;Niederösterreich;Weinviertel;+43 2282 8365;marianne.heymann@yahoo.de;ÖWM-Betriebssuche
Hick (Mitterarnsdorf);Mitterarnsdorf 61;3621;Rossatz-Arnsdorf;AT;Niederösterreich;Wachau;+43 2714 8491;jotanios@hotmail.com;ÖWM-Betriebssuche
Hick (Ober-Arnsdorf);Ober-Arnsdorf 82;3621;Rossatz-Arnsdorf;AT;Niederösterreich;Wachau;+43 2714 8227;office@weingut-hick.at;ÖWM-Betriebssuche
Hick (Oberarnsdorf);Oberarnsdorf 58;3621;Rossatz-Arnsdorf;AT;Niederösterreich;Wachau;+43 2714 8214;info@hick.at;ÖWM-Betriebssuche
Hiedler;Am Rosenhügel 13;3550;Langenlois;AT;Niederösterreich;Kamptal;+43 2734 2468;office@hiedler.at;ÖWM-Betriebssuche (Update bestehender Leadlisten-Eintrag)
Hiermann;Schlossstrasse 12;2453;Sommerein;AT;Niederösterreich;Carnuntum;+43 2168 62661;;ÖWM-Betriebssuche
Hietz;Wienerherbergerstrasse 54;2435;Wienerherberg;AT;Niederösterreich;Carnuntum;+43 2230 2810;anton@hietz.at;ÖWM-Betriebssuche
Hillebrand;Langegasse 1;2404;Petronell-Carnuntum;AT;Niederösterreich;Carnuntum;+43 2163 2000;karl.hillebrand@gmx.at;ÖWM-Betriebssuche
Hilscher;Landstraße;3462;Bierbaum am Kleebühel;AT;Niederösterreich;Wagram;+43 2278 2539;peter@hilscher.at;ÖWM-Betriebssuche
Himmelbauer;Untermarkersdorf 56;2061;Untermarkersdorf;AT;Niederösterreich;Weinviertel;+43 2943 2350;office@weingut-himmelbauer.at;ÖWM-Betriebssuche
